contest,repo_hash,Property,severity,our_confidence,our_tag,our_subtag,gold_tag (fill if wrong),gold_subtag (fill if wrong),description
2024-02-thruster,485f7b9ccb0a,153,Medium,high,Logic error,State Update Inconsistency,,,"Tickets can be entered after prizes for current round have partially been distributed. The ThrusterTreasure contract is designed to facilitate a lottery game where users can enter tickets to win prizes based on entropy. The contract includes mechanisms for entering tickets into rounds (enterTickets()), setting prizes for rounds (setPrize()), and cl"
2024-02-thruster,485f7b9ccb0a,154,Medium,high,Accounting Error,Implementation Error,,,"`claimPrizesForRound` transfers the entire amount deposited for a prize regardless of the number of winners. claimPrizesForRound() transfers the entire amount of a prize to a winner without considering the total number of winners for that prize. The prize for a given round and prize index can be set by calling the setPrize() function, which pulls t"
2024-02-thruster,485f7b9ccb0a,155,Medium,high,Logic error,State Update Inconsistency,,,"Dynamic modification of `maxPrizeCount` affects prize claims. The ThrusterTreasure contract is designed to manage rounds of a lottery game, where participants can enter tickets and claim prizes based on random draws. The contract includes a variable maxPrizeCount which dictates the maximum number of prizes that can be set for any given round. This"
2024-02-thruster,485f7b9ccb0a,156,Medium,high,Logic error,Implementation Error,,,"Incorrect gas claiming logic in `ThrusterPoolDeployer`. From the audit documentation: > All contracts that use gas should comply with the Blast gas claim logic. However, the ThrusterPoolDeployer contains a flaw in the implementation of claimGas() which will prevent it from ever claiming the gas it induces. The function attempts to claim gas for the"
2024-02-thruster,485f7b9ccb0a,157,Medium,high,Accounting Error,State Update Inconsistency,,,"`ThrusterFactory.setYieldCut` should claim fees for all pools before. Thruster have introduced ability to change yield cut for their uniswap v2 like pools. The yield is charged only, when some LP manages their position. This means that in case if yield cut will be changed for a pool, then protocol fee should be minted for previous period using old"
2024-03-gitcoin,a8884f87db1a,136,High,high,Accounting Error,Invariant Violation,,,"`userTotalStaked` invariant will be broken due to vulnerable implementations in `release()`. userTotalStaked invariant will be broken due to vulnerable implementations in release(). Users might lose funds due to underflow errors in withdraw methods. ### Proof of Concept According to the readme, userTotalStaked invariant should always hold true: use"
2024-06-badger,8a20eb1e521f,151,Medium,high,Logic error,Bad Condition,,,"Incorrect comparison logic in post-operation checks. The _doCheckValueType function, which is crucial for post-operation validation, contains reversed comparison logic for the gte (greater than or equal to) and lte (less than or equal to) operators. This reversal causes the function to perform the opposite checks than intended, potentially allowing"
2024-06-badger,8a20eb1e521f,152,Medium,high,call / delegatecall,Missing Return Check,,,"Staking ETH incorrectly assumes revert bubbling. When EbtcLeverageZapRouter::openCdpWithEth and EbtcLeverageZapRouter::adjustCdpWithEth stake ETH with Lido, the underlying function performing the call assumes that any exceptions (from Lido) will be bubbled up, but with call being a low level rather than a Solidity function, it is not the case. Lido"
2024-07-benddao,0315ba9d8121,145,High,low,"ERC721, DoS",State Update Inconsistency,,,"`erc721DecreaseIsolateSupplyOnLiquidate()` missing clear `lockerAddr`. When isolateLiquidate(supplyAsCollateral=false) is executed, finally erc721DecreaseIsolateSupplyOnLiquidate() will be executed and the NFT will be transferred to the user. solidity function erc721DecreaseIsolateSupplyOnLiquidate( DataTypes.AssetData storage assetData, uint256[]"
2024-07-benddao,0315ba9d8121,346,Medium,low,"Accounting Error, ERC20",Fee On Transfer Token,,,"Fee-on-Transfer tokens cause problems in multiple places. The protocol is designed to ensure it is compatible with fee-on-transfer tokens (Fee-on-transfer is in scope). For example, the erc20TransferInLiquidity() function checks the balance before and after, and calculates the difference between these values to measure the tokens received solidity"
2024-07-benddao,0315ba9d8121,347,Medium,low,"ERC721, DoS",Missing Functionality,,,"User are forced to borrow again in order to unlock their NFTs from `IsolateLending.sol`. Isolated Margin Lending the BendDAO protocol will calculate the health factor based on a single collateral (one NFT), the liquidation of collateral will be achieved by selling the NFT through an auction mechanism. However, the borrower who gets liquidated (his"
2024-07-benddao,0315ba9d8121,143,High,high,Accounting Error,State Update Inconsistency,,,"Mismatch between yield amount deposited in shares calculation and `getAccountYieldBalance()`. Mismatch between the return amount in all yield Etherfi and Lido assets and the getAccountYieldBalance() call causes the yield amount of each staked nft to the same YieldAccount to be incorrect, leading to the possibility of withdrawing the excess for some"
2024-07-benddao,0315ba9d8121,144,High,high,Input Validation,Invalid Validation,,,"`isolateRepay()` lack of check `onBehalf == nftOwner`. When calling isolateRepay() we can specify nftTokenIds and onBehalf. The current implementation just restricts onBehalf!=address(0) and does not restrict onBehalf == nftOwner. solidity function validateIsolateRepayBasic( InputTypes.ExecuteIsolateRepayParams memory inputParams, DataTypes.PoolDat"
2024-07-benddao,0315ba9d8121,146,High,high,Liquidation,Invalid Validation,,,"Anyone can get the NFT collateral token after an Auction without bidding due to missing check on `msg.sender`. < In IsolateLogic.sol, liquidation of an isolate loan can only be placed after the auction period is passed with bidding. The problem is that there is a missing check on msg.sender in isolate liquidation flow, which allows anyone to take t"
2024-07-benddao,0315ba9d8121,147,High,high,Liquidation,Cannot partial liquidations,,,"Bad debt is never handled which places insolvency risks on BendDAO. Bad debt is never handled, which may happen whenever the collateral asset price crashes or the debt value spikes. Whenever this happens ERC20 positions will be partially liquidated and ERC721 positions will not be profitable for liquidation, which means the debt will not be repaid."
2024-07-benddao,0315ba9d8121,148,High,high,DoS,Implementation Error,,,"Users cannot unstake from YiedlETHStakingEtherfi.sol, because YieldAccount.sol is incompatible with ether.fi's WithdrawRequestNFT.sol. In YiedlETHStakingEtherfi::stake, users yieldBorrow WETH, convert it to ETH, and stake in Ether.fi's LiquidityPool. Ether.fi's LiquidityPool will mint eETH (protocol token) to the user's yieldAccount. Users will uns"
2024-07-benddao,0315ba9d8121,149,High,high,DoS,Implementation Error,,,"Revert due to underflow error, leading to lock of the liquidated NFT. < ### Description The IsolateLogic.sol#executeIsolateAuction() is triggered by liquidators to launch a new auction or just participate in an existing one for isolated lending. Each NFT token has a predefined auction duration nftAssetData.auctionDuration, the MAX duration is 7 day"
2024-07-benddao,0315ba9d8121,150,High,high,DoS,Incorrect Parameter,,,"The bot won't be able to unstake or repay risky positions in the yield contract. < ### Impact When botAdmin attempts to unstake and repay risky positions, wrong account address will be used, causing the transaction to fail. ### Proof of Concept In the YieldStakingBase.sol contract, unstake and repay transaction can only be initiated by either the N"
2024-07-benddao,0315ba9d8121,339,Medium,high,Chainlink,Stale Value,,,"PriceOracle has invalid checks on price staleness. There are two checks on price staleness in PriceOracle::getAssetPriceFromChainlink, but both checks are invalid. 1. updatedAt != 0 - In chainlink aggregator, the price is updated at a set heartbeat and a threshold of deviation. updatedAt should be used to check if the answer is within the heartbeat"
2024-07-benddao,0315ba9d8121,340,Medium,high,Pause,State Update Inconsistency,,,"Risk of mass liquidation after pool/asset pause and unpause, due to borrow interest compounding implementation. Current pausing features allow a pool to be globally paused (all assets borrow, repay, liquidation pausing) and asset pausing (specific asset borrow, repay, liquidation pausing). See validatePoolBasic() and validateAssetBasic() which are"
2024-07-benddao,0315ba9d8121,341,Medium,high,DoS,Implementation Error,,,"If an isolated borrower/bidder is blacklisted by the debt token, risk of DOS liquidation/auction of the corresponding loan. If a debt asset has a blacklisting feature (e.g., USDC), and an isolated borrower/bidder is blacklisted by the asset token, isolated liquidation/auction of the corresponding loan can be DOSsed. When a user is blacklisted by an"
2024-07-benddao,0315ba9d8121,342,Medium,high,DoS,No Recovery Mechanism,,,"Unhandled request invalidation by the owner of Etherfi will lead to stuck debt. The owner of Etherfi has the ability to invalidate withdrawal requests, which will DoS YieldEthStakingEtherfi::protocolClaimWithdraw() without ever repaying the debt. Additionally, Etherfi has a mechanism to manually claim the invalidated withdrawal, which will leave th"
2024-07-benddao,0315ba9d8121,343,Medium,high,DoS,EVM Compatibility,,,"`wrapNativeTokenInWallet()` always reverts on Arbitrum. VaultLogic.wrapNativeTokenInWallet() is used in a number of places It's mainly used to store msg.value into WETH and then transfer it to msg.sender. solidity function wrapNativeTokenInWallet(address wrappedNativeToken, address user, uint256 amount) internal { require(amount > 0, Errors.INVALID"
2024-07-benddao,0315ba9d8121,344,Medium,high,DoS,Missing Upper/Lower Bound Check,,,"`YieldEthStakingLido` lacks a limit on the max stake amount, which may result in the unstake exceeding `MAX_STETH_WITHDRAWAL_AMOUNT`, resulting in the token not being retrieved. In YieldEthStakingLido, the main processes are as follows: 1. stake() -> stEth balance increase 2. unstake () -> unstETH.requestWithdrawals(allShares) 3. repay() -> unstETH"
2024-07-benddao,0315ba9d8121,345,Medium,high,Logic error,Bad Condition,,,"`executeYieldBorrowERC20()` checking `yieldCap` is wrong. In executeYieldBorrowERC20(), we will check whether stakerAddr exceeds yieldCap. solidity function executeYieldBorrowERC20(InputTypes.ExecuteYieldBorrowERC20Params memory params) internal { ... ValidateLogic.validateYieldBorrowERC20(params, poolData, assetData, groupData); @> vars.totalSuppl"
2024-07-benddao,0315ba9d8121,348,Medium,high,DoS,Bad Condition,,,"`isolateRedeem()` revert in case Revert-on-zero-value-transfers tokens. One of the features of this protocol is that the borrower can redeem his loan (under the **Isolate Lending**) after his loan goes into auction state (before the end of the auction) by simply invoking IsolateLiquidation.sol#isolateRedeem(). However, in order to keep the liquidat"
2024-07-benddao,0315ba9d8121,349,Medium,high,Liquidation,Unfair Liquidation,,,"Updating asset collateral params can lead to liquidate borrowers arbitrarily. One of the key concepts in this protocol is **Cross Lending** when the contract will calculate the health-factor of the account. If it is unhealthy, the liquidator can repay the debt on behalf of the borrower and take their collateral assets at a certain discount price. T"
2024-07-benddao,0315ba9d8121,350,Medium,high,Chainlink,Invalid Validation,,,"No check if Arbitrum/Optimism L2 sequencer is down in Chainlink feeds `PriceOracle.sol`. Chainlink recommends that all Optimistic L2 oracles consult the Sequencer Uptime Feed to ensure that the sequencer is live before trusting the data returned by the oracle. If the Arbitrum Sequencer goes down, oracle data will not be kept up to date, and thus co"
2024-07-benddao,0315ba9d8121,351,Medium,high,Liquidation,No Incentive to Liquidate,,,"Major insolvency risk in `LiquidationLogic::executeCrossLiquidateERC721()` due to not setting a maximum liquidation price. Whenever the price of a nft suffers a significant drop or the debt asset increases in price, there is a threshold after which liquidations are not profitable at all for the liquidator. Moreover, it does not offer the possibilit"
2024-07-benddao,0315ba9d8121,352,Medium,high,Accounting Error,State Update Inconsistency,,,"Incorrect accounting of utilization, supply/borrow rates due to vulnerable implementation in `IsolateLogic::executeIsolateLiquidate`. When an isolate loan (borrow against a single nft token) is auctioned and liquidated, the liquidator (caller of IsolateLogic::executeIsolateLiquidate) may need to repay extra amount of debt (vars.totalExtraAmount) if"
2024-07-benddao,0315ba9d8121,353,Medium,high,DoS,Missing Functionality,,,"It's impossible to retrieve collected fines from the yield staking contract. < ### Impact No means to retrieve collected fines from the staking contract. ### Proof of Concept If botAdmin forcefully unstakes a position, a staker will have to pay an additional fine when the stake is repayed: solidity function _repay(uint32 poolId, address nft, uint25"
2024-07-benddao,0315ba9d8121,354,Medium,high,DoS,Missing Approval,,,"Borrower can prevent yield position repayment and closure by the bot. User may revoke the underlying asset approval from the yield contract and prevent the botAdmin from repaying and closing his position. As a result, the debt will not be repaid, leaving the protocol at a loss. ### Proof of Concept Let's take a closer look at the _repay function: s"
2024-07-benddao,0315ba9d8121,355,Medium,high,Logic error,State Update Inconsistency,,,"Changing auction duration will have effect on ongoing auctions. < ### Impact Auctions created before the auction duration was changed will have their duration shortened/extended, which may catch their participants off guard. ### Proof of Concept When an isolated position reaches it's liquidation threshold, users can put it up for auction to pay off"
2024-07-benddao,0315ba9d8121,356,Medium,high,Accounting Error,State Update Inconsistency,,,Updating fee factor may create issues for the protocol. < ### Impact When the protocol fee is modified in the Configurator module: - The new fee percentage will be applied to the interest collected before the fee change. - The protocol will use the supply rate that was calculated using the old fee factor. ### Proof of Concept The feeFactor paramete
2024-07-benddao,0315ba9d8121,357,Medium,high,Logic error,Stale Value,,,"Protocol should update interest rate after changing rate model in the configurator module. < ### Impact After updating the interest model, the protocol does not update the interest rate, resulting in interest being calculated at the old model rates for some time. ### Proof of Concept The pool admin can change rate model in the Configurator.sol modu"
2024-07-benddao,0315ba9d8121,358,Medium,high,Logic error,Incorrect Parameter,,,"Incorrect `unwrapNativeTokenInWallet` receiver address. < ### Impact If the user specifies native tokens as output assets, the protocol will mistakenly try to unwrap wrapped tokens from the msg.sender instead of the receiver address that was specified in the function call. ### Proof of Concept This issue occurs in the following modules: - BVault -"
2024-07-optimism,ee25ec7abd40,124,High,high,Logic error,Incorrect Parameter,,,"Invalid `DISPUTED_L2_BLOCK_NUMBER` is passed to VM. The span of the game tree at split depth is far larger than the length between the starting block and the claimed block. When starting block + trace index + 1 > claimed block, honest party should continue to commit to the root of the claimed block. However, the DISPUTED_L2_BLOCK_NUMBER passed to t"
2024-07-optimism,ee25ec7abd40,127,Medium,high,Arithmetic,Unsafe Downcast,,,"Multiplication overflow leading to memory corruption and incorrect register write-back. < ### Impact The unchecked multiplication of int32 values (rs and rt) and type conversion within the execute function in MIPS contract can result in an overflow, leading to the assignment of an incorrect value to the val variable in the step(...) function. This"
2024-07-optimism,ee25ec7abd40,128,Medium,high,Input Validation,Invalid Validation,,,"Missing address check for instructions LH and LHU. < ### Impact Instruction processing cannot detect problems in time. ### Details According to this, page 99, Section Restrictions, the address must be naturally aligned. If the least-significant bit of the address is non-zero, an Address Error exception occurs. However, in the contract, the address"
2024-07-optimism,ee25ec7abd40,129,Medium,high,Input Validation,Invalid Validation,,,"Addresses can be pre-populated with bad data. Inside PreimageOracle.sol, anyone can call the loadPrecompilePreimagePart() to load data into the contract. The problem is that anyone is able to specify the address _precompile parameter. This opens up the door for malicious users to pre-populate data and use it to validate wrong data. ### Proof of Con"
2024-07-optimism,ee25ec7abd40,130,Medium,high,Input Validation,Invalid Validation,,,"Unvalidated memory access in `readMem` and `writeMem` functions. The readMem() and writeMem() functions do not properly validate the memory address being accessed. This could lead to unauthorized access to memory outside the intended ranges, which could then allow a black hat to read or modify sensitive data, in creative ways. As the contract is us"
2024-07-optimism,ee25ec7abd40,131,Medium,high,Logic error,Incorrect Parameter,,,"Panic in MIPS VM could lead to unchallengeable L2 output root claim. < ### Impact Suppose we have a situation where the MIPS geth goes wrong and always panics. The vmStatus can only be either UNFINISHED or PANIC. In the current execution bisection game system, the UNFINISHED state can not be used as the root claim; the PANIC state can always be att"
2024-07-optimism,ee25ec7abd40,132,Medium,high,DoS,Bad Condition,,,"In some cases, proper `CLOCK_EXTENTSION` time cannot be ensured to generate the initial instruction trace. In some cases, a team will not be granted enough CLOCK_EXTENSION time to generate the initial instruction trace and perform a counter claim. ### Proof of Concept In FaultDisputeGame::move, game clocks will grant extensions to ensure a team has"
2025-04-virtuals-protocol,51c6dc5fd57f,101,Medium,high,Access Control,State Update Inconsistency,,,"An earner can still continue earning even after being removed from the approved list.. Source: ## Found by 00001111x0, 0xpiken, araj, pkqs90 ## Summary An earner can still continue earning even after being removed from the approved list. ## Vulnerability Detail A M holder is eligible to earn the Earner Rate when they are approved by TTG. The approv"
2025-04-virtuals-protocol,51c6dc5fd57f,102,Medium,high,DoS,Implementation Error,,,"Malicious minters can repeatedly penalize their undercollateralized accounts in a short peroid of time, which can result in disfunctioning of critical protocol functions, such as `mintM`.. Source: ## Found by pkqs90 ## Summary Malicious minters can exploit the updateCollateral() function to repeatedly penalize their undercollateralized accounts in"
2025-04-virtuals-protocol,51c6dc5fd57f,103,Medium,high,Access Control,Bypass Mechanism,,,"Validator threshold can be bypassed: a single compromised validator can update minter's state to historical state. Source: ## Found by 00001111x0, pkqs90, xiaoming90 ## Summary The updateCollateralValidatorThreshold specifies the minimum number of validators needed to confirm the validity of updateCollateral data. However, just **one** compromised"
